code,id,name,category,metadata,votes,created_at,updated_at,image,description,vote_target,gender,gender_corrected,gender_confidence,gender_reason
3ecb9a25-28db-4c65-9366-cbf37977a59f,BL-2010,Alberto Nyakundi Amenya Bananapeddler,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Alberto Nyakundi Amenya Bananapeddler publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
409431e1-fe2b-4ff6-967a-f70c31b22304,CCH-9004,Kururia TV,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Kururia TV leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
41146b93-399a-44a4-b9df-c859faebc74f,BL-2016,Shujaa Humphrey,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Shujaa Humphrey publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
41d9c55a-710e-4626-9c86-0c53a57be4e8,BL-2011,Richkidd Wizzy Photography,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Richkidd Wizzy Photography publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
42a7ea73-e961-4b08-89df-78afe534938e,TTK-9530,Tr_kalausi,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Tr_kalausi creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
436e236c-3e29-4e71-8c6b-e603011fa569,INF-9102,Oga Obinna,Influencer,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Oga Obinna drives lively entertainment and topical conversations, using media platforms to inform and uplift audiences.",10000,male,male,0.6,weak suffix heuristic (-a/-ah endings)
43774257-5789-4535-b66b-d61767bc9202,TTK-9515,Colloblue_udc,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Colloblue_udc creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
459d086d-4fc0-4ded-86de-1be1ada74131,INV-7017,Luciana Creative,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Luciana Creative develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
45b2460a-79b5-4db5-9ec4-833e030f70ff,INV-7007,Simon Plumbing,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Simon Plumbing develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.8,first/alias name 'simon'
46a9cdab-6cec-43c5-9987-2d910862fbae,BAM-3022,Awinja Nyamwalo,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Awinja Nyamwalo has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
4701bb6a-f92e-409e-ba1c-f465e033bbc0,CTC-4026,Auntie Jemimah,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Auntie Jemimah crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
4714313f-3312-4c1d-98ef-4bff2c0c4504,CCH-9010,Tom Daktari,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:47:22.12419+00,,Tom Daktari leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
47d4a0c5-2998-41fd-93b1-c37260cb9593,TTK-9532,Peris Kagiri,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Peris Kagiri creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
48426bb7-a11c-4c18-b2a6-6ff173edc6a5,COM-8013,Vinnie Baite,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Vinnie Baite delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
486c3b2b-bcd1-4301-ac29-aab89a4175da,CTC-4021,Mojeje Kiazala,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Mojeje Kiazala crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
4883838d-cea1-43ff-95c5-7751f2f28e68,CTC-4039,Maurine Kabu,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Maurine Kabu crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
4c163b7e-8f6b-4bdb-933a-2b3d24e008f6,TTK-9511,Flaqo,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:17:25.560261+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./IMG_1507.webp,"Flaqo creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
4c3192aa-0b01-46f0-8f1a-e96f5036d0d5,YLD-6013,Hon. Mbithe Mulinge,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hon. Mbithe Mulinge amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.0,no reliable signal
4d4e1015-8fcb-47a8-bb64-1680def0f33b,CTC-4009,Baruthi Wa Thayu,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Baruthi Wa Thayu crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
4f33a729-d79e-4f53-bc62-7c40b23a4232,POD-9306,The Messy In Between,Podcast,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"The Messy In Between hosts compelling conversations that inform, challenge and entertain, making complex topics accessible to everyday listeners.",10000,male,male,0.0,no reliable signal
4ff8eae9-d75c-47eb-8750-a912ad9d2d89,TTK-9523,Swiry Nyar Kano,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Swiry Nyar Kano creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
506e8a73-a7c7-4f3e-b223-83fc0f72d9ee,CCH-9003,Morara Kebaso,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Morara Kebaso leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
52970f86-e2c2-4812-93f8-b3812d06844f,BAM-3007,Jay Kahiu,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Jay Kahiu has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
52c6f187-f97d-414b-ab6e-889e47e899d3,BAM-3018,Godana Wako (prince Chaala),Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Godana Wako (prince Chaala) has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
53132667-bb75-4aac-8452-3b4f44b2bd7d,INV-7019,Ann Gatiba,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Ann Gatiba develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,female,0.8,first/alias name 'ann'
53ead0cf-9421-4607-b9ec-9ceb56d773fa,INV-7018,Nkatha Official,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Nkatha Official develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
540a2dcb-8042-4025-b075-27a116943f99,COM-8008,Ngano Comedian,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Ngano Comedian delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
550cc7ce-b870-4f22-b28d-7a529faf3ca3,POD-9307,By The Way,Podcast,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"By The Way hosts compelling conversations that inform, challenge and entertain, making complex topics accessible to everyday listeners.",10000,male,male,0.0,no reliable signal
55747005-c388-49ae-be73-1a37b38ca160,COM-8027,Auntie Jemimah,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Auntie Jemimah delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
57453835-74f2-4443-a822-fbe6e1152ac4,INV-7020,Njeri Wa Muigai Njoroge,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Njeri Wa Muigai Njoroge develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,female,0.8,first/alias name 'njeri'
5758dda5-5890-49b3-a0a9-2e045a0db041,INF-9103,Tom Daktari,Influencer,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Tom Daktari uses a strong digital voice to inform and inspire, shaping conversations with credible storytelling and community impact.",10000,male,male,0.0,no reliable signal
583980c2-7fb8-47df-8d6a-09168bb5cfc8,PHL-1002,Jeremy Damaries,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:19:19.071929+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Jeremy%20Damaries.jpg,"Jeremy Damaries is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
584e559b-6950-42ab-8315-03cead7c3975,BL-2006,Moseax,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Moseax publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
5a56f0e3-90b2-4a8d-8e2e-851644073554,BL-2001,Derric Mbugua,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Derric Mbugua publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
5a81240c-ec45-47c9-952f-80af08f8f969,BAM-3026,It's Morin,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"It's Morin has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
5becba6f-b1f7-4986-a43c-e2a6529c349f,YLD-6009,Salasya,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Salasya amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.0,no reliable signal
5bfb6ef1-e1e6-43a9-8bb7-9155ab728cee,FBP-9404,Dmk Media Group,Facebook,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:10:03.959684+00,,"Dmk Media Group keeps followers updated with timely stories, verified information and active community engagement.",10000,male,male,0.0,no reliable signal
5c2235b2-246a-4984-a6d5-ff172dbf8869,PHL-1012,Kairetu Jenny,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kairetu Jenny is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
5c850781-a84f-4d1e-858c-e280e2d48a27,CCH-9016,Wanjiku Stephens,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Wanjiku Stephens leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
5d819331-417c-4676-a31f-2470608b9d82,TTK-9521,Trisha Khalid,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Trisha Khalid creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
5e990dc2-9f9d-45db-8a28-747942ca9571,CTC-4014,Kadong Mwangi Comedian,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kadong Mwangi Comedian crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.8,first/alias name 'mwangi'
5f3a36e9-9750-4caa-bd1b-73eb3008eaa0,CTC-4006,Eddie Butita,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Eddie Butita crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
5fe727b7-dcc2-4196-8882-d976caaff539,BL-2012,Mutai Mtandao,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Mutai Mtandao publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
60a05494-c497-4bc6-9e7d-9c2741b66933,INV-7013,Kelsy Kerubo,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kelsy Kerubo develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
631d5cb4-df2b-4f3d-9bd4-95d22b406081,ENT-5016,Hilda Moraa,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hilda Moraa is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.6,weak suffix heuristic (-a/-ah endings)
63d9adc6-7a49-424f-b937-6230f133c0d8,CTC-4025,Morin Actress,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Morin Actress crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
642a8aba-0ac0-4394-b7c6-f3f23e029f95,ENT-5008,Catherine Wambugu (wambugu Apples),Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Catherine Wambugu (wambugu Apples) is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,female,0.8,first/alias name 'catherine'
64ad5256-1ef6-45da-b2f1-509481ee7679,BAM-3025,Nadia Mukami,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:26:05.340705+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Nadia2.jpg,"Nadia Mukami has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
654bfdc8-e370-4589-9563-ca4fdce91a1d,BL-2021,Sharon Mundia,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Sharon Mundia publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,female,0.8,first/alias name 'sharon'
6bbf96eb-63a4-4a28-879d-238ca6918bd5,COM-8003,Sammy Kioko Comedian,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Sammy Kioko Comedian delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.8,first/alias name 'kioko'
6c004709-2c03-49bd-844c-d04915bf8aeb,CTC-4028,Husna Rose,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Husna Rose crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,female,0.8,first/alias name 'rose'
6c25b06f-77db-4988-b2b9-d3da36cd63bd,BL-2020,Irene Cheptap Oret Jepkogei,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Irene Cheptap Oret Jepkogei publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,female,0.9,Kalenjin 'Jep*/Chep*' pattern
6d5e2c3e-2e10-4554-9fb7-b324050e6161,CCH-9013,Wanja Nyarari Rose,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Wanja Nyarari Rose leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,female,0.8,first/alias name 'rose'
6d9c62e2-a583-462d-9fc3-6ea901f30d2a,INV-7021,Wairimu Kimani,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Wairimu Kimani develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,female,0.8,first/alias name 'wairimu'
6dafdc5a-517a-416a-bc5f-d25925989310,INV-7005,Tr_,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Tr_ develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
6e6e3354-16fd-4a3e-8a0e-b50b48a485a0,CTC-4034,Miss Trudy,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Miss Trudy crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,female,0.95,title 'miss' in name
6fa4222c-bede-473c-8c1a-713361393bc3,CTC-4010,Nominee 11,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Nominee 11 crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
6fd03aa0-ee52-4080-9ae2-be2bcf9da8f6,BAM-3029,Mamito,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Mamito has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
6fd03bc5-2669-4acd-be59-af9a056594cb,CTC-4032,Azziad Nasenya,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:05:26.456821+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Azziad.jpg,"Azziad Nasenya blends dance, fashion and lifestyle content with consistency, turning creativity into lasting community.",10000,male,male,0.0,no reliable signal
7071b0b4-15d1-401b-8c99-639d19e2c117,BAM-3027,Celestine Ndinda,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Celestine Ndinda has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,female,0.8,first/alias name 'ndinda'
748cb43b-fb51-49d8-9e5b-bf8b923b8e97,CCH-9011,Dan Wema,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:11:58.479872+00,,Dan Wema leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
75fee0cf-d895-4e26-8072-ebc2f7d192c6,FBP-9400,Sikika Road Safety,Facebook,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:10:03.959684+00,,"Sikika Road Safety keeps followers updated with timely stories, verified information and active community engagement.",10000,male,male,0.0,no reliable signal
76980f40-d808-4f41-919a-5df37fd0a04e,CCH-9023,Lynn Ngugi,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:20:10.11981+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Lynn%20Ngugi2.jpg,Lynn Ngugi tells human‑centered stories that amplify unheard voices and spark meaningful dialogue.,10000,male,male,0.0,no reliable signal
76eccbdc-601f-4f25-895a-3e5eadf2e14d,INV-7006,Kalausi,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kalausi develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
77e1d157-477f-4af6-b228-5df29e730d1a,BL-2000,Alinur Mohamed,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Alinur Mohamed publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.8,first/alias name 'mohamed'
78a666f3-b1a4-4a90-9c14-33ee7e4dbc1a,CTC-4005,Yy Comedian,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Yy Comedian crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
78c0c91a-361a-4def-8943-270e0bfc6ba4,CCH-9012,Shiksha Arora,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Shiksha Arora leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.6,weak suffix heuristic (-a/-ah endings)
78e10273-b524-4760-80c0-b9de4267bd04,ENT-5017,Naisiae Naaadokila,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Naisiae Naaadokila is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.0,no reliable signal
795bfbfa-571d-41e1-b592-c4610cfc54e2,CCH-9020,Rehema Kiteto,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Rehema Kiteto leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
7d6ff41a-ebc7-42d6-8e4b-33e2be6a2a45,CTC-4004,Dada Sara,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Dada Sara crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,female,0.8,first/alias name 'sara'
7dd4f430-8ed8-485c-a53d-65e97753adf3,ENT-5004,Mofarm Jm,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Mofarm Jm is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.0,no reliable signal
7e09a53c-ef7d-4093-b090-4ae13f82e0be,INV-7016,Wangeci Wa Kariuki,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Wangeci Wa Kariuki develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.8,first/alias name 'kariuki'
7f1e2b31-2a91-4c39-893d-6a95e62cef3c,INV-7004,Hamo The Professor,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hamo The Professor develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
7f9f131b-4778-4793-a636-ca8508e649a3,INV-7003,MC Kajim,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"MC Kajim develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
7fc6ac73-2171-4f0f-9a6d-9dea9758b425,COM-8007,Wilson Macharia,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Wilson Macharia delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.8,first/alias name 'wilson'
80ee19d8-87f1-434f-a62f-87be826adf86,PHL-1011,Anita Soina,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:04:04.449722+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Anita%20Soina.jpg,"Anita Soina is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,female,0.8,first/alias name 'anita'
839da2d1-a280-4849-9dcb-870b2fb33c63,BAM-3028,Sheryl Gabriella,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Sheryl Gabriella has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,female,0.8,first/alias name 'gabriella'
841e3d7a-fc7d-40c3-a126-b8a7dc3c8b02,PHL-1013,Vivian Onano,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:31:07.718849+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./vivian.jpg,"Vivian Onano is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
842693b3-bc01-477b-9093-59d827925593,YLD-6015,Hon. Linet Toto,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hon. Linet Toto amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.0,no reliable signal
8486af0b-3cc5-4a67-8b76-eca64b51212f,ENT-5015,Anerlisa Muigai,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Anerlisa Muigai is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.0,no reliable signal
84d0b68f-cf1d-49ba-90ca-4383bb7ba518,CCH-9007,Nelson Mike Mithamo Muriuki,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:11:27.267761+00,,Nelson Mike Mithamo Muriuki leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.8,first/alias name 'nelson'
84e40cfa-e560-438e-9ce4-df58979aed41,CCH-9006,Ken The Farmer,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:11:31.781709+00,,Ken The Farmer leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
853e5c66-ef3e-4148-8e3c-c9fd5a12f108,TTK-9505,Kadong Mwangi Comedian,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Kadong Mwangi Comedian creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.8,first/alias name 'mwangi'
865d68d6-9aaf-4e7f-b2dd-70f5eedb3501,BAM-3000,Eric Omondi,Brand Ambassador Of The Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:15:38.766862+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Eric%20Omondi.jpg,"Eric Omondi has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.8,first/alias name 'eric'
8695f86c-9aa5-490b-99d4-6c98bb2cfba8,BAM-3014,Bahati,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:12:17.917184+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Bahati.jpg,"Bahati has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.8,first/alias name 'bahati'
